seed,objective,rho,cr,w_cost,w_emissions,w_reliability,w_social
902037982,0.0000000000,1.0000000000,0.0000000000,0.3089095722,0.2682048699,0.2760716106,0.1468139472
499149236,0.0000000000,1.0000000000,0.0000000000,0.3544216778,0.2551738123,0.0576747053,0.3327298046
591595848,0.0000000000,1.0000000000,0.0000000000,0.3068720523,0.1967530130,0.3025501524,0.1938247823
452340631,0.0000000000,1.0000000000,0.0000000000,0.1269589381,0.3039629634,0.2744702049,0.2946078936
647734416,0.0000000000,1.0000000000,0.0000000000,0.1240431009,0.1812214321,0.3981494317,0.2965860353
484427562,0.0000000000,1.0000000000,0.0000000000,0.1444786781,0.5875962083,0.1393163257,0.1286087878
13828912,0.0000000000,1.0000000000,0.0000000000,0.1727667234,0.2525822104,0.4640568047,0.1105942615
135639054,0.0000000000,1.0000000000,0.0000000000,0.3400153316,0.2429456867,0.3971495732,0.0198894085
251367398,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.1432374923,0.4242939109,0.4324685968
510496735,0.0000000000,1.0000000000,0.0000000000,0.3659790312,0.3017739303,0.1809068921,0.1513401464
307791225,0.0000000000,1.0000000000,0.0000000000,0.0399380980,0.3412643422,0.2524445852,0.3663529747
375343844,0.0000000000,1.0000000000,0.0000000000,0.1447246213,0.1390702265,0.2707401120,0.4454650402
282116516,0.0000000000,1.0000000000,0.0000000000,0.1028626232,0.0097473078,0.6329764739,0.2544135951
426972724,0.0000000000,1.0000000000,0.0000000000,0.0782324082,0.3428471447,0.5089444643,0.0699759829
735083531,0.0000000000,1.0000000000,0.0000000000,0.1582722515,0.4064796767,0.0690474242,0.3662006476
767003914,0.0000000000,1.0000000000,0.0000000000,0.1002963599,0.3296705546,0.2606377535,0.3093953320
675556819,0.0000000000,1.0000000000,0.0000000000,0.2809297084,0.2566979464,0.4623723452,0.0000000000
503467607,0.0000000000,1.0000000000,0.0000000000,0.2165775348,0.3520485567,0.2180174744,0.2133564340
49232142,0.0000000000,1.0000000000,0.0000000000,0.2141080682,0.7184494987,0.0000000000,0.0674424331
21845631,0.0000000000,1.0000000000,0.0000000000,0.0386088812,0.7215675421,0.1725212390,0.0673023376
744808909,0.0000000000,1.0000000000,0.0000000000,0.2358716287,0.1060921922,0.2758880058,0.3821481732
402048850,0.0000000000,1.0000000000,0.0000000000,0.3852800360,0.1011918410,0.4659056983,0.0476224247
897869879,0.0000000000,1.0000000000,0.0000000000,0.1668350521,0.4280629622,0.3405198021,0.0645821836
893915440,0.0000000000,1.0000000000,0.0000000000,0.2151992483,0.1527147013,0.2473044919,0.3847815585
636670323,0.0000000000,1.0000000000,0.0000000000,0.1822704281,0.3976689636,0.1108829893,0.3091776190
460152731,0.0000000000,1.0000000000,0.0000000000,0.0654401422,0.4324797498,0.3465242680,0.1555558400
155135743,0.0000000000,1.0000000000,0.0000000000,0.2990860035,0.3982089679,0.0056211418,0.2970838867
534101025,0.0000000000,1.0000000000,0.0000000000,0.2078352041,0.2522138440,0.3480896645,0.1918612875
8803690,0.0000000000,1.0000000000,0.0000000000,0.1861469769,0.3079842073,0.3275878584,0.1782809574
106502838,0.0000000000,1.0000000000,0.0000000000,0.0402093340,0.3916804624,0.3401601408,0.2279500628
