alternative,TOPSIS_economic,TOPSIS_resilient,TOPSIS_sustainable
Diesel,0.32536604446347445,0.14626932700574838,0.10079272076965351
PV+Battery,0.6078611245120327,0.8151642286986648,0.8709149085404536
PV+Battery+Diesel,0.4750255849978731,0.35044238242769604,0.3120427548616208
PV+Diesel,0.47747270922738777,0.264249579762771,0.3143002709301226
