alternative,TOPSIS_economic,TOPSIS_resilient,TOPSIS_sustainable
Diesel,0.855888635963235,0.9539304440435277,0.592682772477705
PV+Battery,0.0,0.0,0.0
PV+Battery+Diesel,0.7454046080197041,0.7498395641888344,0.5722467169826317
PV+Diesel,0.9129670626346904,0.9129670626346904,0.9129670626346904
