objective_mean,objective_std,rho_mean,rho_std,cr_mean,cr_std,score_delta_mean,score_delta_std,entropy_diff_mean,critic_diff_mean,merec_diff_mean,lopcow_diff_mean,mean_diff_mean,bayes_diff_mean,t_stat_vs_baseline,p_value_vs_baseline,significant_vs_baseline,better_than_baseline
0.0976223990,0.0391442010,0.9625000000,0.0572821962,0.0000000000,0.0000000000,9139450.1876519378,15226258.6252730396,0.1669555643,0.1697815766,0.1648547992,0.2199303513,0.1719132561,0.0976223990,-10.9683237832,0.0000000000,True,True
