alternative,TOPSIS_economic,TOPSIS_resilient,TOPSIS_sustainable
Diesel,6.2215011626429745e-06,6.221206375854794e-06,1.1521477091357753e-06
PV+Battery,0.9999887247503926,0.9999887252846357,0.9999979119584381
PV+Battery+Diesel,0.3497226672546743,0.34972333257685895,0.34971825535918893
PV+Diesel,0.41600462829568385,0.41599454277823367,0.41600060772683933
