alternative,LCOE_USD_per_kWh,PV_kW,Battery_kWh,Reliability_%,CO2_kg,CO2_route,alt_key,RES_Storage_Index
Diesel,0.5256032616602231,0.0,0.0,,52758.62559728925,fuel_cost_proxy,diesel,0.0
PV+Battery,0.6350191860167956,17.168632211538462,41.23194110576923,,0.0,fuel_cost_proxy,pv+battery,1.0
PV+Battery+Diesel,0.47236207561350657,7.585358823529411,7.489626470588235,,34308.032301080755,fuel_cost_proxy,pv+battery+diesel,0.3637643506380426
PV+Diesel,0.4367243009268997,4.982555183946489,0.0,,30810.927720447897,fuel_cost_proxy,pv+diesel,0.20314889303869627
