objective_mean,objective_std,rho_mean,rho_std,cr_mean,cr_std,score_delta_mean,score_delta_std,entropy_diff_mean,critic_diff_mean,merec_diff_mean,lopcow_diff_mean,mean_diff_mean,bayes_diff_mean,t_stat_vs_baseline,p_value_vs_baseline,significant_vs_baseline,better_than_baseline,runs,baseline_objective,baseline_rho,baseline_cr
0.1185167653,0.0264727362,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.4338239579,0.0799687543,0.1185167653,0.1261070221,0.1222892296,0.1297749135,0.1294525339,0.1733533189,-31.4892275121,0.0000000000,True,True,30,0.2733135158,1.0000000000,0.7094000000
