alternative,TOPSIS_economic,TOPSIS_resilient,TOPSIS_sustainable
Diesel,2.15478771135169e-05,2.154684481672734e-05,3.990454562319789e-06
PV+Battery,0.9999749474226706,0.9999749486228675,0.9999953605094843
PV+Battery+Diesel,0.11847379731810777,0.11848049438727885,0.1184582849279163
PV+Diesel,0.3175637616737455,0.31755545697029747,0.3175509379618641
