fuzzy_topsis_score,fuzzy_topsis_rank,vikor_score,vikor_rank,copras_score,copras_rank,moora_score,moora_rank
0.9425271593,1.0000000000,0.0000000000,1.0000000000,1.0653871127,1.0000000000,0.0247010866,1.0000000000
0.3942411729,2.0000000000,0.6021713922,2.0000000000,0.2353192120,2.0000000000,-0.3232372098,2.0000000000
0.0447123004,3.0000000000,1.0000000000,3.0000000000,0.1828807617,3.0000000000,-0.5147324947,3.0000000000
