objective_mean,objective_std,rho_mean,rho_std,cr_mean,cr_std,score_delta_mean,score_delta_std,entropy_diff_mean,critic_diff_mean,merec_diff_mean,lopcow_diff_mean,mean_diff_mean,bayes_diff_mean,t_stat_vs_baseline,p_value_vs_baseline,significant_vs_baseline,better_than_baseline,runs,baseline_objective,baseline_rho,baseline_cr
0.1366892613,0.0288503711,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.4832927363,0.1195724073,0.1378475435,0.1366892613,0.1436673488,0.1487398478,0.1379213800,0.1984417427,-27.2791590827,0.0000000000,True,True,30,0.2828340664,1.0000000000,0.7094000000
