Alternative,fuzzy_topsis_score,fuzzy_topsis_rank,vikor_score,vikor_rank,copras_score,copras_rank,moora_score,moora_rank
C2,0.9041199305,1.0000000000,0.0000000000,1.0000000000,1.1104755941,1.0000000000,0.0527777991,1.0000000000
C3,0.4189256989,2.0000000000,0.3789534201,2.0000000000,0.4498218401,2.0000000000,-0.1579765883,2.0000000000
C1,0.0745920754,3.0000000000,1.0000000000,3.0000000000,0.3465405681,3.0000000000,-0.3059048579,3.0000000000
