seed,objective,rho,cr_proxy,w_cost,w_emissions,w_reliability,w_social
373953513,0.0000000000,1.0000000000,0.0000000000,0.3096613091,0.5200124293,0.0827240787,0.0876021830
496701841,0.0000000000,1.0000000000,0.0000000000,0.0277708607,0.3022500843,0.3714765590,0.2985024961
669019054,0.0000000000,1.0000000000,0.0000000000,0.4393018862,0.1589475824,0.1431341067,0.2586164247
468312534,0.0000000000,1.0000000000,0.0000000000,0.3355310584,0.1128000242,0.1826886576,0.3689802598
838872342,0.0000000000,1.0000000000,0.0000000000,0.0878437617,0.8789534676,0.0224103845,0.0107923862
127690322,0.0000000000,1.0000000000,0.0000000000,0.2230484539,0.4219360642,0.0041618787,0.3508536032
262244345,0.0000000000,1.0000000000,0.0000000000,0.0401315948,0.3750136024,0.1745606010,0.4102942018
257562504,0.0000000000,1.0000000000,0.0000000000,0.1399159677,0.4152234528,0.0852219627,0.3596386169
379775062,0.0000000000,1.0000000000,0.0000000000,0.0401171684,0.4723584542,0.4858666713,0.0016577061
3181109,0.0000000000,1.0000000000,0.0000000000,0.1603171960,0.0853360887,0.3780649809,0.3762817344
429318682,0.0000000000,1.0000000000,0.0000000000,0.1769307974,0.5236760967,0.0080474113,0.2913456947
381067747,0.0000000000,1.0000000000,0.0000000000,0.5906709690,0.1784122122,0.2100243116,0.0208925072
585431284,0.0000000000,1.0000000000,0.0000000000,0.5667523223,0.0812145437,0.0483996903,0.3036334436
575873083,0.0000000000,1.0000000000,0.0000000000,0.0693183476,0.1599236223,0.7335480445,0.0372099856
281255091,0.0000000000,1.0000000000,0.0000000000,0.5257678476,0.2968294168,0.0607606044,0.1166421311
427298771,0.0000000000,1.0000000000,0.0000000000,0.3750078829,0.0269169370,0.0102464675,0.5878287125
503139933,0.0000000000,1.0000000000,0.0000000000,0.0544208949,0.3990989778,0.1503476400,0.3961324872
835102347,0.0000000000,1.0000000000,0.0000000000,0.0955719132,0.2588452871,0.1386733753,0.5069094245
76879354,0.0000000000,1.0000000000,0.0000000000,0.0320051974,0.2763250886,0.2214321730,0.4702375410
616491251,0.0000000000,1.0000000000,0.0000000000,0.0396716421,0.0745191742,0.8340258545,0.0517833291
80166851,0.0000000000,1.0000000000,0.0000000000,0.0914814878,0.6419822823,0.1176111407,0.1489250892
266083911,0.0000000000,1.0000000000,0.0000000000,0.3286266459,0.4316376829,0.1639542881,0.0757813831
444038554,0.0000000000,1.0000000000,0.0000000000,0.0185577285,0.4363067591,0.3132539762,0.2318815362
811022111,0.0000000000,1.0000000000,0.0000000000,0.2966550056,0.6134172924,0.0793882170,0.0105394850
336777325,0.0000000000,1.0000000000,0.0000000000,0.1590161038,0.0010012103,0.3968042500,0.4431784359
499486750,0.0000000000,1.0000000000,0.0000000000,0.6813029460,0.1048516953,0.0018878322,0.2119575265
578874297,0.0000000000,1.0000000000,0.0000000000,0.0432688423,0.4703583447,0.3570397096,0.1293331034
758810320,0.0000000000,1.0000000000,0.0000000000,0.1856996356,0.1238100643,0.1307595961,0.5597307040
395778251,0.0000000000,1.0000000000,0.0000000000,0.0421950533,0.1731022279,0.3655347769,0.4191679420
566089086,0.0000000000,1.0000000000,0.0000000000,0.0407977458,0.6225933162,0.2032998172,0.1333091208
