seed,objective,rho,cr_proxy,w_cost,w_emissions,w_reliability,w_social
705380587,0.0000000000,1.0000000000,0.0000000000,0.2314265680,0.0246331820,0.5196690984,0.2242711515
823725619,0.0000000000,1.0000000000,0.0000000000,0.5134360143,0.0461931413,0.2895652209,0.1508056235
67802845,0.0000000000,1.0000000000,0.0000000000,0.3551368555,0.1339062357,0.1396877082,0.3712692007
958926917,0.0000000000,1.0000000000,0.0000000000,0.1358759005,0.5956370901,0.0151405640,0.2533464454
970647393,0.0000000000,1.0000000000,0.0000000000,0.0927461083,0.0487647491,0.7037110183,0.1547781243
382137540,0.0000000000,1.0000000000,0.0000000000,0.3388742713,0.4780314039,0.0625176481,0.1205766767
274209810,0.0000000000,1.0000000000,0.0000000000,0.1854666835,0.4225434104,0.0083600246,0.3836298815
106191804,0.0000000000,1.0000000000,0.0000000000,0.1202142915,0.1047272835,0.6522015382,0.1228568869
128723814,0.0000000000,1.0000000000,0.0000000000,0.2873349506,0.3282640156,0.3571731634,0.0272278704
59326830,0.0000000000,1.0000000000,0.0000000000,0.5167119739,0.0301456198,0.2795044604,0.1736379459
768454464,0.0000000000,1.0000000000,0.0000000000,0.3101379491,0.5342462089,0.0532077902,0.1024080519
425900950,0.0000000000,1.0000000000,0.0000000000,0.2999817662,0.0178963608,0.2005413690,0.4815805039
422450861,0.0000000000,1.0000000000,0.0000000000,0.2298757424,0.2536613771,0.1638118703,0.3526510102
262987001,0.0000000000,1.0000000000,0.0000000000,0.1227503887,0.0766928455,0.5836119658,0.2169448001
900075385,0.0000000000,1.0000000000,0.0000000000,0.5833636459,0.2869698889,0.0500843386,0.0795821267
523597346,0.0000000000,1.0000000000,0.0000000000,0.2213623090,0.3088805416,0.2459496206,0.2238075288
492458540,0.0000000000,1.0000000000,0.0000000000,0.0430756833,0.3068472608,0.5901441514,0.0599329045
385181326,0.0000000000,1.0000000000,0.0000000000,0.0800982961,0.0971357579,0.1891804919,0.6335854541
7983627,0.0000000000,1.0000000000,0.0000000000,0.4147360515,0.0733561819,0.4817030548,0.0302047118
163343123,0.0000000000,1.0000000000,0.0000000000,0.0608717185,0.3987268336,0.3725311956,0.1678702522
424239850,0.0000000000,1.0000000000,0.0000000000,0.0689914029,0.5788719977,0.1480731394,0.2040634600
99385516,0.0000000000,1.0000000000,0.0000000000,0.2443243063,0.4232772816,0.2411147946,0.0912836176
902496135,0.0000000000,1.0000000000,0.0000000000,0.2458154233,0.3624415267,0.0778757949,0.3138672552
181349493,0.0000000000,1.0000000000,0.0000000000,0.5003814209,0.2436814371,0.0989262741,0.1570108679
581077566,0.0000000000,1.0000000000,0.0000000000,0.2113366572,0.2435896240,0.1720932107,0.3729805080
270568169,0.0000000000,1.0000000000,0.0000000000,0.1779970616,0.4428524542,0.2612951636,0.1178553206
87507007,0.0000000000,1.0000000000,0.0000000000,0.3439428389,0.2693046947,0.2793736026,0.1073788638
75378433,0.0000000000,1.0000000000,0.0000000000,0.6952283347,0.2340772758,0.0372321110,0.0334622785
474194518,0.0000000000,1.0000000000,0.0000000000,0.1603577983,0.3215014467,0.2669507404,0.2511900146
727349258,0.0000000000,1.0000000000,0.0000000000,0.3029269468,0.5419432110,0.1419664685,0.0131633737
