objective_mean,objective_std,rho_mean,rho_std,cr_mean,cr_std,score_delta_mean,score_delta_std,entropy_diff_mean,critic_diff_mean,merec_diff_mean,lopcow_diff_mean,mean_diff_mean,bayes_diff_mean,t_stat_vs_baseline,p_value_vs_baseline,significant_vs_baseline,better_than_baseline,runs,baseline_objective,baseline_rho,baseline_cr
0.1197918850,0.0212894949,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.4542659591,0.0689593891,0.1197596744,0.1197918850,0.1245181667,0.1249462138,0.1222001520,0.1774137546,-41.2414207232,0.0000000000,True,True,30,0.2828340664,1.0000000000,0.7094000000
