seed,objective,rho,cr_proxy,score_delta,entropy_diff,critic_diff,w_cost,w_emissions,w_reliability,w_social
151539943,0.0467639035,0.8750000000,0.0000000000,17881012.0664519817,0.1284347912,0.1354623817,0.4628860386,0.2933834121,0.1831867564,0.0605437929
891677266,0.0145064291,0.8750000000,0.0000000000,31054000.8358156495,0.0959635158,0.1054840664,0.4618614061,0.2328221486,0.1325636123,0.1727528330
90928824,0.0383112902,1.0000000000,0.0000000000,0.2031734473,0.1200134473,0.1270410378,0.4630298254,0.2363857332,0.2231979606,0.0773864808
748608019,0.0941945351,1.0000000000,0.0000000000,0.3263590243,0.1525310095,0.1525301439,0.4626613999,0.0952840313,0.0996564374,0.3423981314
845642706,0.0493652411,1.0000000000,0.0000000000,0.1226850430,0.1253467819,0.1278388765,0.4630294693,0.1238225800,0.2211724075,0.1919755432
890792490,0.0716840633,1.0000000000,0.0000000000,0.2321094726,0.1331907186,0.1331898531,0.4625215238,0.1503015320,0.3038574257,0.0833195185
223417944,0.0803750075,1.0000000000,0.0000000000,3001243.2091746163,0.1587066872,0.1657342777,0.4626878605,0.2549396165,0.0000000010,0.2823725220
893446639,0.0256037520,0.8750000000,0.0000000000,41666666.8120101169,0.0981925495,0.1054840664,0.4625880791,0.2737605662,0.1210282765,0.1426230782
115980904,0.0315298387,0.8750000000,0.0000000000,17417268.0052272454,0.1046008422,0.1070929368,0.4650343730,0.1653144595,0.1546682246,0.2149829429
518858360,0.0141919122,0.8750000000,0.0000000000,26133491.6190513521,0.0959635158,0.1054840664,0.4635559486,0.1941692378,0.1683179370,0.1739568765
469545298,0.0346367266,1.0000000000,0.0000000000,5535085.5337372059,0.1105530164,0.1130451110,0.4628180753,0.1534101111,0.2028776728,0.1808941408
315929051,0.0334617384,0.8750000000,0.0000000000,14874682.5715217758,0.1090393742,0.1115314688,0.4621407675,0.1564373955,0.1650176814,0.2164041557
22114177,0.0346365241,0.8750000000,0.0000000000,41666666.8133261725,0.1095363682,0.1165639587,0.4627236406,0.2918261104,0.0983406390,0.1471096099
772012432,0.0225721280,0.8750000000,0.0000000000,14298933.0312624201,0.1039932666,0.1110208571,0.4623865403,0.2398876675,0.1882989499,0.1094268423
335583652,0.0286247775,0.8750000000,0.0000000000,41666666.8231592551,0.0959635158,0.1054840664,0.4624137497,0.2798026172,0.1261008466,0.1316827865
661661263,0.0519862483,1.0000000000,0.0000000000,7998406.1742871404,0.1277204839,0.1302125785,0.4624539670,0.1190751761,0.1879197039,0.2305511530
410219923,0.0325325036,0.8750000000,0.0000000000,16444757.8463109639,0.0959635158,0.1054840664,0.4626679829,0.1919319375,0.1263260112,0.2190740683
373657728,0.0818927259,0.8750000000,0.0000000000,18096513.3408324756,0.1587066872,0.1657342777,0.4623769922,0.3863385140,0.1512844928,0.0000000010
886295917,0.0098486885,0.8750000000,0.0000000000,29105670.7321932800,0.0959635158,0.1054840664,0.4642555801,0.2028556852,0.1688119048,0.1640768299
94466667,0.0501099018,1.0000000000,0.0000000000,0.2541727369,0.1316669738,0.1386945642,0.4626584070,0.2667322857,0.2165298793,0.0540794279
736617357,0.0134055234,0.8750000000,0.0000000000,15466873.3707817253,0.0959635158,0.1054840664,0.4633329893,0.2113778203,0.1869159342,0.1383732563
746789611,0.0828640733,1.0000000000,0.0000000000,0.2757399845,0.1410199413,0.1410190757,0.4623001871,0.1283580863,0.0896045189,0.3197372076
379991451,0.0975229822,1.0000000000,0.0000000000,0.3541258467,0.1589865390,0.1645518303,0.4624353268,0.1796645140,0.3555352635,0.0023648957
262460515,0.0445299192,1.0000000000,0.0000000000,0.1172018636,0.1205114600,0.1230035546,0.4636199838,0.1334932238,0.2344336690,0.1684531234
5307072,0.0465532537,1.0000000000,0.0000000000,9867907.4065259397,0.1146036385,0.1216312290,0.4635441370,0.2017297556,0.0882060984,0.2465200090
936813150,0.0585795008,1.0000000000,0.0000000000,5613914.9649228053,0.1399932584,0.1470208489,0.4623717785,0.2976585481,0.2025428149,0.0374268586
240970574,0.1210963753,1.0000000000,0.0000000000,0.4448421351,0.1795764385,0.1795755729,0.4632467829,0.0518158306,0.0890337802,0.3959036063
31911050,0.0767473412,1.0000000000,0.0000000000,0.2534883729,0.1384636406,0.1384627750,0.4629408119,0.1525559247,0.3139839815,0.0705192819
122757932,0.0372017256,1.0000000000,0.0000000000,0.1740582366,0.1157314877,0.1227590782,0.4622620709,0.2168947787,0.2348927503,0.0859504001
67642863,0.0264115317,0.8750000000,0.0000000000,17307390.8219500743,0.1018542956,0.1054840664,0.4618710238,0.1708075526,0.1786144615,0.1887069621
