seed,objective,rho,cr,w_cost,w_emissions,w_reliability,w_social
873614915,0.0000000000,1.0000000000,0.0000000000,0.1915921208,0.2241069301,0.2237089178,0.3605920313
656894747,0.0000000000,1.0000000000,0.0000000000,0.2146793399,0.0383242169,0.3040237166,0.4429727266
780187983,0.0000000000,1.0000000000,0.0000000000,0.1992178282,0.1497153713,0.2704957561,0.3805710445
856115378,0.0000000000,1.0000000000,0.0000000000,0.3105196962,0.2490355676,0.2590996711,0.1813450651
6534291,0.0000000000,1.0000000000,0.0000000000,0.0405257583,0.5743871936,0.1106092836,0.2744777646
926446179,0.0000000000,1.0000000000,0.0000000000,0.6179027181,0.1901067091,0.0381688872,0.1538216856
663947352,0.0000000000,1.0000000000,0.0000000000,0.3023722595,0.0300262563,0.3977319662,0.2698695180
270026702,0.0000000000,1.0000000000,0.0000000000,0.5444877650,0.0433270675,0.2740260122,0.1381591553
312637069,0.0000000000,1.0000000000,0.0000000000,0.0866901337,0.4042630032,0.2520816370,0.2569652262
278324016,0.0000000000,1.0000000000,0.0000000000,0.0519867697,0.2646523862,0.3465065588,0.3368542853
357813305,0.0000000000,1.0000000000,0.0000000000,0.2530870263,0.2515941712,0.1786552556,0.3166635469
967064123,0.0000000000,1.0000000000,0.0000000000,0.1790565682,0.0934001119,0.5169591996,0.2105841203
225567857,0.0000000000,1.0000000000,0.0000000000,0.1425150588,0.3292172052,0.3381187486,0.1901489873
211574834,0.0000000000,1.0000000000,0.0000000000,0.2880163633,0.1557227992,0.3621944690,0.1940663685
562103064,0.0000000000,1.0000000000,0.0000000000,0.3614140779,0.0735475608,0.0371685170,0.5278698443
696875897,0.0000000000,1.0000000000,0.0000000000,0.2077420145,0.5534053415,0.1967791900,0.0420734539
930392209,0.0000000000,1.0000000000,0.0000000000,0.2609766266,0.2903378258,0.2991128212,0.1495727263
789597307,0.0000000000,1.0000000000,0.0000000000,0.3568158800,0.0855942902,0.2484558629,0.3091339669
829214698,0.0000000000,1.0000000000,0.0000000000,0.4890877901,0.0244671483,0.4554585298,0.0309865318
310433044,0.0000000000,1.0000000000,0.0000000000,0.3276330967,0.1888859829,0.2086226463,0.2748582740
815285995,0.0000000000,1.0000000000,0.0000000000,0.2020547863,0.2564811682,0.1881148869,0.3533491586
667441931,0.0000000000,1.0000000000,0.0000000000,0.0704534966,0.2524391143,0.5119153369,0.1651920523
511217908,0.0000000000,1.0000000000,0.0000000000,0.1579280751,0.0179046842,0.2747431256,0.5494241151
740606480,0.0000000000,1.0000000000,0.0000000000,0.4326657808,0.2317735989,0.1060733013,0.2294873190
973961686,0.0000000000,1.0000000000,0.0000000000,0.2241012112,0.2302774127,0.3239242299,0.2216971461
780094404,0.0000000000,1.0000000000,0.0000000000,0.1564073874,0.1389986571,0.3163013481,0.3882926074
839320657,0.0000000000,1.0000000000,0.0000000000,0.1864781337,0.0592633102,0.4880648136,0.2661937425
861224582,0.0000000000,1.0000000000,0.0000000000,0.1949252096,0.5563586582,0.2002068301,0.0485093022
626778147,0.0000000000,1.0000000000,0.0000000000,0.1294990359,0.3989795557,0.2857798249,0.1857415835
250381637,0.0000000000,1.0000000000,0.0000000000,0.1400752306,0.2735502375,0.2886455413,0.2977289906
