Alternative,fuzzy_topsis_score,fuzzy_topsis_rank,vikor_score,vikor_rank,copras_score,copras_rank,moora_score,moora_rank
C2,0.9620840006,1.0000000000,0.0000000000,1.0000000000,1.0752580398,1.0000000000,0.0322821941,1.0000000000
C3,0.3859148355,2.0000000000,0.5124190675,2.0000000000,0.2765196275,2.0000000000,-0.2782248767,2.0000000000
C1,0.0294976120,3.0000000000,1.0000000000,3.0000000000,0.2100085657,3.0000000000,-0.4757438784,3.0000000000
