Alternative,fuzzy_topsis_score,fuzzy_topsis_rank,vikor_score,vikor_rank,copras_score,copras_rank,moora_score,moora_rank
C2,0.9617597138,1.0000000000,0.0000000000,1.0000000000,1.1012956873,1.0000000000,0.0867292460,1.0000000000
C3,0.3861191560,2.0000000000,0.4527049192,2.0000000000,0.3038646010,2.0000000000,-0.1918621262,2.0000000000
C1,0.0297498982,3.0000000000,1.0000000000,3.0000000000,0.2369647362,3.0000000000,-0.3692382686,3.0000000000
