Alternative,fuzzy_topsis_score,fuzzy_topsis_rank,vikor_score,vikor_rank,copras_score,copras_rank,moora_score,moora_rank
C2,0.9611406714,1.0000000000,0.0000000000,1.0000000000,1.1321833013,1.0000000000,0.1511411092,1.0000000000
C3,0.3865091903,2.0000000000,0.4749537708,2.0000000000,0.3372332882,2.0000000000,-0.0893986661,2.0000000000
C1,0.0302314963,3.0000000000,1.0000000000,3.0000000000,0.2695974357,3.0000000000,-0.2428100356,3.0000000000
