Alternative,fuzzy_topsis_score,fuzzy_topsis_rank,vikor_score,vikor_rank,copras_score,copras_rank,moora_score,moora_rank
C2,0.9410129901,1.0000000000,0.0000000000,1.0000000000,1.1118272512,1.0000000000,0.0800882859,1.0000000000
C3,0.3991908267,2.0000000000,0.4211872407,2.0000000000,0.3882519286,2.0000000000,-0.1546396468,2.0000000000
C1,0.0458902826,3.0000000000,1.0000000000,3.0000000000,0.3003851747,3.0000000000,-0.3125338977,3.0000000000
