Alternative,fuzzy_topsis_score,fuzzy_topsis_rank,vikor_score,vikor_rank,copras_score,copras_rank,moora_score,moora_rank
C2,0.9522684501,1.0000000000,0.0000000000,1.0000000000,1.1556008753,1.0000000000,0.1901320541,1.0000000000
C3,0.3920992186,2.0000000000,0.4742706099,2.0000000000,0.3942126539,2.0000000000,-0.0109288389,2.0000000000
C1,0.0371338422,3.0000000000,1.0000000000,3.0000000000,0.3168377790,3.0000000000,-0.1422788416,3.0000000000
