Alternative,fuzzy_topsis_score,fuzzy_topsis_rank,vikor_score,vikor_rank,copras_score,copras_rank,moora_score,moora_rank
C2,0.9693498170,1.0000000000,0.0000000000,1.0000000000,1.0884971427,1.0000000000,0.0738922441,1.0000000000
C3,0.3813369391,2.0000000000,0.5279591063,2.0000000000,0.2589928864,2.0000000000,-0.2354259120,2.0000000000
C1,0.0238450053,3.0000000000,1.0000000000,3.0000000000,0.2017919116,3.0000000000,-0.4282099151,3.0000000000
