Alternative,fuzzy_topsis_score,fuzzy_topsis_rank,vikor_score,vikor_rank,copras_score,copras_rank,moora_score,moora_rank
C2,0.9472076813,1.0000000000,0.0000000000,1.0000000000,1.1174653090,1.0000000000,0.1003564818,1.0000000000
C3,0.3952878028,2.0000000000,0.4395269938,2.0000000000,0.3736855197,2.0000000000,-0.1366167560,2.0000000000
C1,0.0410709821,3.0000000000,1.0000000000,3.0000000000,0.2913610694,3.0000000000,-0.2935021080,3.0000000000
