Alternative,fuzzy_topsis_score,fuzzy_topsis_rank,vikor_score,vikor_rank,copras_score,copras_rank,moora_score,moora_rank
C2,0.9581778696,1.0000000000,0.0000000000,1.0000000000,1.1039204872,1.0000000000,0.0864846395,1.0000000000
C3,0.3883759310,2.0000000000,0.4470643181,2.0000000000,0.3205856730,2.0000000000,-0.1826978414,2.0000000000
C1,0.0325364752,3.0000000000,1.0000000000,3.0000000000,0.2495351745,3.0000000000,-0.3557762571,3.0000000000
