Alternative,fuzzy_topsis_score,fuzzy_topsis_rank,vikor_score,vikor_rank,copras_score,copras_rank,moora_score,moora_rank
C2,0.8661658970,1.0000000000,0.0169356879,1.0000000000,1.0852756577,1.0000000000,-0.0485798223,1.0000000000
C3,0.4463489483,2.0000000000,0.1687972513,2.0000000000,0.5281431927,2.0000000000,-0.2368607799,2.0000000000
C1,0.1041192769,3.0000000000,1.0000000000,3.0000000000,0.4005101901,3.0000000000,-0.3863705836,3.0000000000
