Alternative,fuzzy_topsis_score,fuzzy_topsis_rank,vikor_score,vikor_rank,copras_score,copras_rank,moora_score,moora_rank
C2,0.8990929585,1.0000000000,0.2677428567,2.0000000000,1.0547664799,1.0000000000,-0.0985616224,1.0000000000
C3,0.4256029395,2.0000000000,0.1835288863,1.0000000000,0.4382530996,2.0000000000,-0.3391591153,2.0000000000
C1,0.0785029223,3.0000000000,1.0000000000,3.0000000000,0.3235627790,3.0000000000,-0.5177342091,3.0000000000
