Alternative,fuzzy_topsis_score,fuzzy_topsis_rank,vikor_score,vikor_rank,copras_score,copras_rank,moora_score,moora_rank
C2,0.8912578458,1.0000000000,0.4520397896,2.0000000000,1.0411039456,1.0000000000,-0.1392625445,1.0000000000
C3,0.4305395264,2.0000000000,0.1662058914,1.0000000000,0.4402648821,2.0000000000,-0.3835059670,2.0000000000
C1,0.0845984261,3.0000000000,1.0000000000,3.0000000000,0.3220200540,3.0000000000,-0.5678532670,3.0000000000
