Alternative,fuzzy_topsis_score,fuzzy_topsis_rank,vikor_score,vikor_rank,copras_score,copras_rank,moora_score,moora_rank
C2,0.9483458986,1.0000000000,0.0000000000,1.0000000000,1.1823531576,1.0000000000,0.2447610875,1.0000000000
C3,0.3945706608,2.0000000000,0.4813144041,2.0000000000,0.4347024610,2.0000000000,0.0779091356,2.0000000000
C1,0.0401854801,3.0000000000,1.0000000000,3.0000000000,0.3534557751,3.0000000000,-0.0322261953,3.0000000000
