Alternative,fuzzy_topsis_score,fuzzy_topsis_rank,vikor_score,vikor_rank,copras_score,copras_rank,moora_score,moora_rank
C2,0.8889961500,1.0000000000,0.2143686649,2.0000000000,1.0618989637,1.0000000000,-0.0901962139,1.0000000000
C3,0.4319645298,2.0000000000,0.1759192424,1.0000000000,0.4653871661,2.0000000000,-0.3149783411,2.0000000000
C1,0.0863579636,3.0000000000,1.0000000000,3.0000000000,0.3461780107,3.0000000000,-0.4854458801,3.0000000000
