Alternative,fuzzy_topsis_score,fuzzy_topsis_rank,vikor_score,vikor_rank,copras_score,copras_rank,moora_score,moora_rank
C2,0.9578295195,1.0000000000,0.0000000000,1.0000000000,1.0723999033,1.0000000000,0.0184182435,1.0000000000
C3,0.3885954117,2.0000000000,0.4956445798,2.0000000000,0.2904033272,2.0000000000,-0.2870744598,2.0000000000
C1,0.0328074821,3.0000000000,1.0000000000,3.0000000000,0.2189628360,3.0000000000,-0.4836855746,3.0000000000
