fuzzy_topsis_score,fuzzy_topsis_rank,vikor_score,vikor_rank,copras_score,copras_rank,moora_score,moora_rank
0.9240338910,1.0000000000,0.0000000000,1.0000000000,1.0268104888,1.0000000000,-0.1364894438,1.0000000000
0.4098886677,2.0000000000,0.2483550269,2.0000000000,0.3520945516,2.0000000000,-0.4335256407,2.0000000000
0.0590995581,3.0000000000,1.0000000000,3.0000000000,0.2514469449,3.0000000000,-0.6418462514,3.0000000000
