alternative,TOPSIS_economic,TOPSIS_resilient,TOPSIS_sustainable
Diesel,0.8478667549653851,0.9514659136413557,0.5824065907257507
PV+Battery,0.0,0.0,0.0
PV+Battery+Diesel,0.7427619903953384,0.7426058261706101,0.5688127012311412
PV+Diesel,0.9078571602099078,0.9078571602099078,0.9078571602099078
