Alternative,fuzzy_topsis_score,fuzzy_topsis_rank,vikor_score,vikor_rank,copras_score,copras_rank,moora_score,moora_rank
C2,0.8850536798,1.0000000000,0.0000000000,1.0000000000,1.1048879841,1.0000000000,0.0127811931,1.0000000000
C3,0.4344485219,2.0000000000,0.3067414323,2.0000000000,0.5157207039,2.0000000000,-0.1734362861,2.0000000000
C1,0.0894250977,3.0000000000,1.0000000000,3.0000000000,0.3948919935,3.0000000000,-0.3158210246,3.0000000000
