seed,objective,rho,cr,w_cost,w_emissions,w_reliability,w_social
889143888,0.0000000000,1.0000000000,0.0000000000,0.3172951759,0.1718749997,0.3079847119,0.2028451124
775368272,0.0000000000,1.0000000000,0.0000000000,0.1463701336,0.5928089985,0.1051125190,0.1557083489
87523169,0.0000000000,1.0000000000,0.0000000000,0.3212814210,0.4531606456,0.0474585630,0.1780993703
26434701,0.0000000000,1.0000000000,0.0000000000,0.3509817479,0.0785276213,0.3730550547,0.1974355761
217688433,0.0000000000,1.0000000000,0.0000000000,0.1558363698,0.4600792858,0.2234726788,0.1606116655
479736745,0.0000000000,1.0000000000,0.0000000000,0.1305995007,0.3274173407,0.3475473359,0.1944358227
907486907,0.0000000000,1.0000000000,0.0000000000,0.2610884372,0.1392667842,0.3252453236,0.2743994550
768654348,0.0000000000,1.0000000000,0.0000000000,0.2704722617,0.2302968276,0.3266115980,0.1726193128
180190795,0.0000000000,1.0000000000,0.0000000000,0.0855872364,0.3517889769,0.1712368834,0.3913869032
627220996,0.0000000000,1.0000000000,0.0000000000,0.2836466325,0.0755381269,0.2820693807,0.3587458600
83306423,0.0000000000,1.0000000000,0.0000000000,0.4547025722,0.3546678879,0.1591030954,0.0315264445
46225090,0.0000000000,1.0000000000,0.0000000000,0.2570951284,0.2732149408,0.1866237711,0.2830661597
389981179,0.0000000000,1.0000000000,0.0000000000,0.2056442851,0.1263115248,0.5241069957,0.1439371944
483282075,0.0000000000,1.0000000000,0.0000000000,0.1806946558,0.1181842988,0.4238051864,0.2773158589
717415264,0.0000000000,1.0000000000,0.0000000000,0.1547759755,0.4167432838,0.0264707675,0.4020099732
93408124,0.0000000000,1.0000000000,0.0000000000,0.2796817600,0.2803355082,0.3635783084,0.0764044234
595295359,0.0000000000,1.0000000000,0.0000000000,0.2860908277,0.3103456309,0.3906712367,0.0128923047
640273722,0.0000000000,1.0000000000,0.0000000000,0.0594649077,0.3503034229,0.2075135583,0.3827181111
532327416,0.0000000000,1.0000000000,0.0000000000,0.1749151153,0.2687713575,0.4672832770,0.0890302503
6942119,0.0000000000,1.0000000000,0.0000000000,0.0421532961,0.3090734589,0.2671847971,0.3815884479
742688394,0.0000000000,1.0000000000,0.0000000000,0.0325594720,0.3933702794,0.2230875903,0.3509826583
105761479,0.0000000000,1.0000000000,0.0000000000,0.2679167542,0.1665050283,0.3807004351,0.1848777825
833456755,0.0000000000,1.0000000000,0.0000000000,0.3664458834,0.1633215216,0.1790417746,0.2911908205
686997739,0.0000000000,1.0000000000,0.0000000000,0.5422500966,0.2098395170,0.1900196409,0.0578907455
21018438,0.0000000000,1.0000000000,0.0000000000,0.1870643927,0.2745367568,0.2021204167,0.3362784337
897149514,0.0000000000,1.0000000000,0.0000000000,0.1957269113,0.3915104282,0.0692741094,0.3434885512
36000298,0.0000000000,1.0000000000,0.0000000000,0.2721944409,0.1796245445,0.2201079762,0.3280730384
602242064,0.0000000000,1.0000000000,0.0000000000,0.1210204008,0.1127838519,0.3728417265,0.3933540208
66124701,0.0000000000,1.0000000000,0.0000000000,0.0503947375,0.3162880323,0.4360939106,0.1972233196
876619915,0.0000000000,1.0000000000,0.0000000000,0.2056220239,0.3043908283,0.1050199144,0.3849672335
