Alternative,fuzzy_topsis_score,fuzzy_topsis_rank,vikor_score,vikor_rank,copras_score,copras_rank,moora_score,moora_rank
C2,0.8465342832,1.0000000000,0.4633872038,2.0000000000,1.0496296295,1.0000000000,-0.1384958545,1.0000000000
C3,0.4559356159,2.0000000000,0.1427457770,1.0000000000,0.4916901571,2.0000000000,-0.3546686648,2.0000000000
C1,0.1193921362,3.0000000000,1.0000000000,3.0000000000,0.3651895861,3.0000000000,-0.5243476961,3.0000000000
