objective_mean,objective_std,rho_mean,rho_std,cr_mean,cr_std,score_delta_mean,score_delta_std,entropy_diff_mean,critic_diff_mean,merec_diff_mean,lopcow_diff_mean,mean_diff_mean,bayes_diff_mean,t_stat_vs_baseline,p_value_vs_baseline,significant_vs_baseline,better_than_baseline,runs,baseline_objective,baseline_rho,baseline_cr
0.1384650317,0.0347808606,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.7580116592,0.3314602457,0.1388491968,0.1384650317,0.1418945207,0.1619126062,0.1449431070,0.1990468592,-22.3569987229,0.0000000000,True,True,30,0.2828609199,1.0000000000,0.7094000000
