alternative,cost,co2,res_storage
Diesel,0.5026619640316964,0.7529400210755349,0.0
PV+Battery,0.6073021507377153,0.0,0.9230836619468934
PV+Battery+Diesel,0.45174462561738493,0.4896240239655358,0.3357849288726981
PV+Diesel,0.4176623526856974,0.4397154077566187,0.18752342410661751
