objective_mean,objective_std,rho_mean,rho_std,cr_mean,cr_std,score_delta_mean,score_delta_std,entropy_diff_mean,critic_diff_mean,merec_diff_mean,lopcow_diff_mean,mean_diff_mean,bayes_diff_mean,t_stat_vs_baseline,p_value_vs_baseline,significant_vs_baseline,better_than_baseline,runs,baseline_objective,baseline_rho,baseline_cr
0.1204881042,0.0505814987,0.9833333333,0.0424918293,0.0000000000,0.0000000000,1685990.8849276607,4686047.2763673570,0.1875126897,0.1908039964,0.1841968119,0.2405535898,0.1957225381,0.1204881042,-6.0538079758,0.0000013743,True,True,30,0.1773500000,1.0000000000,0.7094000000
