seed,objective,rho,cr,w_cost,w_emissions,w_reliability,w_social
11697151,0.0000000000,1.0000000000,0.0000000000,0.1068988140,0.0185316145,0.2099980688,0.6645715027
891363703,0.0000000000,1.0000000000,0.0000000000,0.2172803115,0.1675752285,0.1226219931,0.4925224669
565112719,0.0000000000,1.0000000000,0.0000000000,0.3384716265,0.0232274411,0.3852662079,0.2530347246
993864539,0.0000000000,1.0000000000,0.0000000000,0.3746097359,0.4221547834,0.0062012168,0.1970342639
87976068,0.0000000000,1.0000000000,0.0000000000,0.5925502476,0.2649112567,0.1143345659,0.0282039298
559886149,0.0000000000,1.0000000000,0.0000000000,0.0027509763,0.2123373440,0.1080572322,0.6768544475
620231596,0.0000000000,1.0000000000,0.0000000000,0.2847268035,0.2198905908,0.3594982404,0.1358843653
214845065,0.0000000000,1.0000000000,0.0000000000,0.2597298094,0.1587066294,0.4896525006,0.0919110606
209019261,0.0000000000,1.0000000000,0.0000000000,0.2029427296,0.0531705307,0.2741289994,0.4697577403
540554042,0.0000000000,1.0000000000,0.0000000000,0.2268569123,0.2539484095,0.3696040407,0.1495906375
377747587,0.0000000000,1.0000000000,0.0000000000,0.3152015228,0.0309143094,0.0525831702,0.6013009976
518175086,0.0000000000,1.0000000000,0.0000000000,0.3362918539,0.3197071392,0.3104702565,0.0335307504
207540260,0.0000000000,1.0000000000,0.0000000000,0.2057644924,0.2953571592,0.2511797922,0.2476985562
531403776,0.0000000000,1.0000000000,0.0000000000,0.0980495913,0.0800000665,0.2920903899,0.5298599523
613249614,0.0000000000,1.0000000000,0.0000000000,0.1782192145,0.5427793889,0.2345656679,0.0444357287
490422562,0.0000000000,1.0000000000,0.0000000000,0.2281201349,0.1709352160,0.3017967823,0.2991478668
505464835,0.0000000000,1.0000000000,0.0000000000,0.0992900045,0.5438985512,0.3209849212,0.0358265231
264209972,0.0000000000,1.0000000000,0.0000000000,0.5401450994,0.2823364984,0.1282941554,0.0492242467
19619011,0.0000000000,1.0000000000,0.0000000000,0.2134872037,0.3157140573,0.3346454097,0.1361533293
670102447,0.0000000000,1.0000000000,0.0000000000,0.2961906465,0.2948194690,0.3316304103,0.0773594742
916733750,0.0000000000,1.0000000000,0.0000000000,0.2171522143,0.2950263570,0.3293373631,0.1584840657
603809289,0.0000000000,1.0000000000,0.0000000000,0.2800619318,0.3103701337,0.1945980891,0.2149698454
246825182,0.0000000000,1.0000000000,0.0000000000,0.5568892660,0.0472737239,0.2010899950,0.1947470151
443263527,0.0000000000,1.0000000000,0.0000000000,0.4009919901,0.0032229924,0.1367261395,0.4590588780
485785042,0.0000000000,1.0000000000,0.0000000000,0.2861649322,0.0916175727,0.3151734265,0.3070440686
422517844,0.0000000000,1.0000000000,0.0000000000,0.1354255036,0.4427318998,0.2585103094,0.1633322871
128259643,0.0000000000,1.0000000000,0.0000000000,0.3510040427,0.3062105929,0.1439390803,0.1988462840
851273787,0.0000000000,1.0000000000,0.0000000000,0.1451561065,0.0950250934,0.3647371309,0.3950816691
383526104,0.0000000000,1.0000000000,0.0000000000,0.2133642022,0.2033350226,0.1827446916,0.4005560837
782328195,0.0000000000,1.0000000000,0.0000000000,0.2355285419,0.1917664371,0.3801310754,0.1925739456
