Alternative,fuzzy_topsis_score,fuzzy_topsis_rank,vikor_score,vikor_rank,copras_score,copras_rank,moora_score,moora_rank
C2,0.9722628977,1.0000000000,0.0000000000,1.0000000000,1.0625199829,1.0000000000,0.0270100927,1.0000000000
C3,0.3795015245,2.0000000000,0.5487366316,2.0000000000,0.2198362182,2.0000000000,-0.3221825569,2.0000000000
C1,0.0215787081,3.0000000000,1.0000000000,3.0000000000,0.1667221858,3.0000000000,-0.5380040629,3.0000000000
