seed,objective,rho,cr_proxy,w_cost,w_emissions,w_reliability,w_social
873614915,0.0000000000,1.0000000000,0.0000000000,0.0397828296,0.3836197382,0.3702122892,0.2063851430
656894747,0.0000000000,1.0000000000,0.0000000000,0.2421918333,0.0197407453,0.2197002095,0.5183672118
780187983,0.0000000000,1.0000000000,0.0000000000,0.3454970121,0.2732188136,0.1542576355,0.2270265388
856115378,0.0000000000,1.0000000000,0.0000000000,0.4240829209,0.3735648064,0.1810096191,0.0213426537
6534291,0.0000000000,1.0000000000,0.0000000000,0.0587759945,0.6761670960,0.1458240914,0.1192328182
926446179,0.0000000000,1.0000000000,0.0000000000,0.4927248987,0.1086169888,0.0095233394,0.3891347731
663947352,0.0000000000,1.0000000000,0.0000000000,0.4675508944,0.0617022229,0.2363602955,0.2343865872
270026702,0.0000000000,1.0000000000,0.0000000000,0.7071254648,0.0417108521,0.2145134766,0.0366502064
312637069,0.0000000000,1.0000000000,0.0000000000,0.0894427287,0.4337318035,0.2600857621,0.2167397056
278324016,0.0000000000,1.0000000000,0.0000000000,0.0122028431,0.4844911280,0.2808484573,0.2224575717
357813305,0.0000000000,1.0000000000,0.0000000000,0.2489937376,0.5581115446,0.1453049864,0.0475897314
967064123,0.0000000000,1.0000000000,0.0000000000,0.1628662966,0.1011163671,0.5493381481,0.1866791882
225567857,0.0000000000,1.0000000000,0.0000000000,0.2710721665,0.1551665675,0.3236380966,0.2501231693
211574834,0.0000000000,1.0000000000,0.0000000000,0.4838771628,0.0882071092,0.3170920036,0.1108237244
562103064,0.0000000000,1.0000000000,0.0000000000,0.8285565018,0.0129864185,0.0426254207,0.1158316590
696875897,0.0000000000,1.0000000000,0.0000000000,0.0216049928,0.3834516889,0.5798142127,0.0151291057
930392209,0.0000000000,1.0000000000,0.0000000000,0.0555301727,0.6644738489,0.1630448690,0.1169511094
789597307,0.0000000000,1.0000000000,0.0000000000,0.4639929921,0.0736527920,0.0278418149,0.4345124010
829214698,0.0000000000,1.0000000000,0.0000000000,0.3271831094,0.0888305015,0.5386200902,0.0453662990
310433044,0.0000000000,1.0000000000,0.0000000000,0.1776487667,0.0793157533,0.4312198411,0.3118156388
815285995,0.0000000000,1.0000000000,0.0000000000,0.3093415963,0.2597233031,0.1663840086,0.2645510920
667441931,0.0000000000,1.0000000000,0.0000000000,0.0166309081,0.1825070962,0.4852593214,0.3156026742
511217908,0.0000000000,1.0000000000,0.0000000000,0.0234751562,0.0110730918,0.2080137395,0.7574380125
740606480,0.0000000000,1.0000000000,0.0000000000,0.5421029668,0.1641703123,0.0420886020,0.2516381189
973961686,0.0000000000,1.0000000000,0.0000000000,0.0410374521,0.3931869079,0.4907038086,0.0750718314
780094404,0.0000000000,1.0000000000,0.0000000000,0.0771438903,0.3050725147,0.2023319409,0.4154516541
839320657,0.0000000000,1.0000000000,0.0000000000,0.1445721866,0.0526886846,0.6779958060,0.1247433227
861224582,0.0000000000,1.0000000000,0.0000000000,0.0682840848,0.4131330547,0.4912628074,0.0273200531
626778147,0.0000000000,1.0000000000,0.0000000000,0.2136205486,0.3107738986,0.1128629075,0.3627426453
250381637,0.0000000000,1.0000000000,0.0000000000,0.1526432103,0.4396321245,0.3923651574,0.0153595079
