objective_mean,objective_std,rho_mean,rho_std,cr_mean,cr_std,t_stat_vs_baseline,p_value_vs_baseline,significant_vs_baseline,better_than_baseline
0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,inf,0.0000000000,True,True
