fuzzy_topsis_score,fuzzy_topsis_rank,vikor_score,vikor_rank,copras_score,copras_rank,moora_score,moora_rank
0.8319379163,1.0000000000,0.2970102803,2.0000000000,1.0603856236,1.0000000000,-0.1199096132,1.0000000000
0.4653166031,2.0000000000,0.1381018484,1.0000000000,0.5219365755,2.0000000000,-0.3186604687,2.0000000000
0.1307477110,3.0000000000,1.0000000000,3.0000000000,0.3915689380,3.0000000000,-0.4785042187,3.0000000000
