alternative,profile,method,score,rank
PV+Battery,TOPSIS_sustainable,fuzzy_topsis,0.9999975402372461,1
PV+Diesel,TOPSIS_sustainable,fuzzy_topsis,0.3631908131381348,2
PV+Battery+Diesel,TOPSIS_sustainable,fuzzy_topsis,0.28165866377300647,3
Diesel,TOPSIS_sustainable,fuzzy_topsis,1.8133955888180968e-06,4
