seed,objective,rho,cr_proxy,w_cost,w_emissions,w_reliability,w_social
423814265,0.0000000000,1.0000000000,0.0000000000,0.6987500531,0.1413146388,0.0513214477,0.1086138604
315047630,0.0000000000,1.0000000000,0.0000000000,0.2189415150,0.3973706069,0.1010001200,0.2826877580
391403818,0.0000000000,1.0000000000,0.0000000000,0.2723902999,0.0717030390,0.5211635151,0.1347431460
139352991,0.0000000000,1.0000000000,0.0000000000,0.7100394673,0.0000000012,0.1153621781,0.1745983535
130339054,0.0000000000,1.0000000000,0.0000000000,0.3594857477,0.1432077083,0.3794129252,0.1178936189
377351779,0.0000000000,1.0000000000,0.0000000000,0.0595644706,0.0044717693,0.3340158611,0.6019478989
592247480,0.0000000000,1.0000000000,0.0000000000,0.5034772224,0.1571179553,0.0719752389,0.2674295834
361899752,0.0000000000,1.0000000000,0.0000000000,0.1643007221,0.4168194946,0.2166536300,0.2022261533
51933624,0.0000000000,1.0000000000,0.0000000000,0.0564688849,0.1615017361,0.3439898796,0.4380394994
312308022,0.0000000000,1.0000000000,0.0000000000,0.1399628575,0.4278377311,0.0488969108,0.3833025006
59771920,0.0000000000,1.0000000000,0.0000000000,0.2438345842,0.0428497472,0.2089323526,0.5043833160
85683616,0.0000000000,1.0000000000,0.0000000000,0.1756492411,0.6417896885,0.1184530730,0.0641079974
258828662,0.0000000000,1.0000000000,0.0000000000,0.2136885226,0.3757658750,0.0577970498,0.3527485526
584408400,0.0000000000,1.0000000000,0.0000000000,0.0133074954,0.7794492440,0.0276577977,0.1795854629
369974541,0.0000000000,1.0000000000,0.0000000000,0.1176267536,0.1651987701,0.3219308884,0.3952435879
563236389,0.0000000000,1.0000000000,0.0000000000,0.0930764465,0.6335294896,0.1577606160,0.1156334479
918823185,0.0000000000,1.0000000000,0.0000000000,0.2769221123,0.1043853217,0.1346836769,0.4840088891
906523280,0.0000000000,1.0000000000,0.0000000000,0.6915892069,0.0501683079,0.2300278761,0.0282146091
230709653,0.0000000000,1.0000000000,0.0000000000,0.5544670578,0.0664596586,0.0368128195,0.3422604641
829793069,0.0000000000,1.0000000000,0.0000000000,0.4464011383,0.4594934408,0.0934702242,0.0006351967
310042678,0.0000000000,1.0000000000,0.0000000000,0.1394238420,0.0935352574,0.4337727546,0.3332681460
134119299,0.0000000000,1.0000000000,0.0000000000,0.0850241065,0.2023311489,0.0409059100,0.6717388346
791006363,0.0000000000,1.0000000000,0.0000000000,0.4943631856,0.2843797226,0.1726694845,0.0485876074
73445042,0.0000000000,1.0000000000,0.0000000000,0.0874982859,0.5855627922,0.0574967901,0.2694421317
532987510,0.0000000000,1.0000000000,0.0000000000,0.0648170812,0.3452647054,0.2878426632,0.3020755502
154960366,0.0000000000,1.0000000000,0.0000000000,0.0078211486,0.0904492966,0.7805641973,0.1211653575
926363163,0.0000000000,1.0000000000,0.0000000000,0.5071796597,0.0021941027,0.2481359380,0.2424902996
464894230,0.0000000000,1.0000000000,0.0000000000,0.2890910668,0.3282643444,0.2759646821,0.1066799066
948152582,0.0000000000,1.0000000000,0.0000000000,0.2141476357,0.4260900397,0.1331506412,0.2266116834
527323458,0.0000000000,1.0000000000,0.0000000000,0.0243808939,0.6843784604,0.1050633023,0.1861773433
