seed,objective,rho,cr,w_cost,w_emissions,w_reliability,w_social
434484918,0.0000000000,1.0000000000,0.0000000000,0.2492127020,0.1085457690,0.1216457737,0.5205957552
727420840,0.0000000000,1.0000000000,0.0000000000,0.3747461276,0.5150959365,0.0000000000,0.1101579359
234822309,0.0000000000,1.0000000000,0.0000000000,0.1458986353,0.2108540212,0.3161635961,0.3270837474
937291195,0.0000000000,1.0000000000,0.0000000000,0.4636402722,0.0988922611,0.3679577398,0.0695097270
199178194,0.0000000000,1.0000000000,0.0000000000,0.0214553616,0.2335819777,0.3484025170,0.3965601436
94729779,0.0000000000,1.0000000000,0.0000000000,0.3246486101,0.1880557832,0.2076634291,0.2796321776
692241282,0.0000000000,1.0000000000,0.0000000000,0.4972410112,0.3472922667,0.1315672095,0.0238995126
487507479,0.0000000000,1.0000000000,0.0000000000,0.3445675591,0.2001250469,0.4553073940,0.0000000000
624416423,0.0000000000,1.0000000000,0.0000000000,0.0881992507,0.2391210553,0.4867874020,0.1858922920
243651348,0.0000000000,1.0000000000,0.0000000000,0.1813795794,0.3037984496,0.3342841376,0.1805378334
967484930,0.0000000000,1.0000000000,0.0000000000,0.3230289706,0.0324292119,0.3190077859,0.3255340315
886802140,0.0000000000,1.0000000000,0.0000000000,0.0210728061,0.5311267343,0.1217868352,0.3260136243
108731344,0.0000000000,1.0000000000,0.0000000000,0.2464124907,0.1528748801,0.3278553616,0.2728572676
454654844,0.0000000000,1.0000000000,0.0000000000,0.3449684496,0.0268659960,0.2846139529,0.3435516015
980218427,0.0000000000,1.0000000000,0.0000000000,0.5265063928,0.2042396013,0.2331534289,0.0361005770
603217161,0.0000000000,1.0000000000,0.0000000000,0.3175844804,0.1254464209,0.0000000000,0.5569690987
830018898,0.0000000000,1.0000000000,0.0000000000,0.2970380258,0.2452099632,0.1086018008,0.3491502102
259270543,0.0000000000,1.0000000000,0.0000000000,0.2999315543,0.3172959218,0.2276705246,0.1551019993
536594704,0.0000000000,1.0000000000,0.0000000000,0.1651446353,0.2490016689,0.3041913673,0.2816623286
35248504,0.0000000000,1.0000000000,0.0000000000,0.1704542109,0.3778552004,0.0696865001,0.3820040886
626731387,0.0000000000,1.0000000000,0.0000000000,0.0251654767,0.1304564209,0.2620458078,0.5823322946
788277398,0.0000000000,1.0000000000,0.0000000000,0.4957438124,0.0000000000,0.3525090516,0.1517471360
420842739,0.0000000000,1.0000000000,0.0000000000,0.1801077978,0.0261092447,0.1169963871,0.6767865704
253997360,0.0000000000,1.0000000000,0.0000000000,0.2835346899,0.3448248544,0.1742962220,0.1973442337
379249287,0.0000000000,1.0000000000,0.0000000000,0.0899537621,0.3312988996,0.1854625989,0.3932847394
879761398,0.0000000000,1.0000000000,0.0000000000,0.5409346136,0.1450088290,0.2009739765,0.1130825810
117965625,0.0000000000,1.0000000000,0.0000000000,0.0908700514,0.1411768935,0.1496677840,0.6182852710
689414035,0.0000000000,1.0000000000,0.0000000000,0.4488664511,0.3682682220,0.1410039023,0.0418614247
21689522,0.0000000000,1.0000000000,0.0000000000,0.1386451626,0.0007685200,0.4693540581,0.3912322593
856421664,0.0000000000,1.0000000000,0.0000000000,0.2091163757,0.1744511023,0.0162259840,0.6002065379
