fuzzy_topsis_score,fuzzy_topsis_rank,vikor_score,vikor_rank,copras_score,copras_rank,moora_score,moora_rank
0.9421318019,1.0000000000,0.0000000000,1.0000000000,1.1014750603,1.0000000000,0.0582776389,1.0000000000
0.3984859084,2.0000000000,0.4070791818,2.0000000000,0.3743544085,2.0000000000,-0.1889631722,2.0000000000
0.0450198776,3.0000000000,1.0000000000,3.0000000000,0.2874496124,3.0000000000,-0.3548013608,3.0000000000
