seed,objective,rho,cr,w_cost,w_emissions,w_reliability,w_social
194750415,0.0000000000,1.0000000000,0.0000000000,0.1067977752,0.4340841747,0.2250055454,0.2341125046
489801799,0.0000000000,1.0000000000,0.0000000000,0.1950980008,0.1365505020,0.3938560177,0.2744954796
604987990,0.0000000000,1.0000000000,0.0000000000,0.2710818258,0.0645730568,0.3176142651,0.3467308523
332988486,0.0000000000,1.0000000000,0.0000000000,0.1248351614,0.5611219837,0.1856630083,0.1283798465
297654145,0.0000000000,1.0000000000,0.0000000000,0.2215528585,0.1506409745,0.2484748005,0.3793313665
133485940,0.0000000000,1.0000000000,0.0000000000,0.2792934359,0.3156518441,0.0133334271,0.3917212928
925358039,0.0000000000,1.0000000000,0.0000000000,0.0279894394,0.4418052882,0.5168054461,0.0133998263
737492788,0.0000000000,1.0000000000,0.0000000000,0.2679202998,0.0059910465,0.3146519928,0.4114366610
315252773,0.0000000000,1.0000000000,0.0000000000,0.2165657236,0.2712487710,0.3061537304,0.2060317751
119796233,0.0000000000,1.0000000000,0.0000000000,0.0285956490,0.1871737519,0.3196386665,0.4645919325
485120149,0.0000000000,1.0000000000,0.0000000000,0.0910517260,0.3816662516,0.0080804490,0.5192015733
834038848,0.0000000000,1.0000000000,0.0000000000,0.0912653876,0.2710247596,0.3255262197,0.3121836331
835175046,0.0000000000,1.0000000000,0.0000000000,0.1929552962,0.1484596103,0.3001490475,0.3584360460
178020308,0.0000000000,1.0000000000,0.0000000000,0.4542604027,0.0931161787,0.2707536240,0.1818697946
686324083,0.0000000000,1.0000000000,0.0000000000,0.0645318152,0.0000000000,0.8867991292,0.0486690556
70346264,0.0000000000,1.0000000000,0.0000000000,0.4273730955,0.1957468955,0.1152976804,0.2615823286
450533538,0.0000000000,1.0000000000,0.0000000000,0.6417782282,0.2736873132,0.0845344586,0.0000000000
674700659,0.0000000000,1.0000000000,0.0000000000,0.0030257604,0.4700905784,0.0285927657,0.4982908955
97725618,0.0000000000,1.0000000000,0.0000000000,0.1389605999,0.4612947988,0.1531383441,0.2466062571
515969955,0.0000000000,1.0000000000,0.0000000000,0.3724063015,0.3066927862,0.0369038043,0.2839971080
181225059,0.0000000000,1.0000000000,0.0000000000,0.0828407087,0.4252067720,0.4251767789,0.0667757404
781471660,0.0000000000,1.0000000000,0.0000000000,0.2948372742,0.1871738456,0.3027103464,0.2152785337
38455900,0.0000000000,1.0000000000,0.0000000000,0.2618187564,0.2074289479,0.2839827057,0.2467695899
772578882,0.0000000000,1.0000000000,0.0000000000,0.0430606338,0.3450782309,0.3451063035,0.2667548318
283902604,0.0000000000,1.0000000000,0.0000000000,0.3045167153,0.2438786323,0.1086696421,0.3429350103
745690421,0.0000000000,1.0000000000,0.0000000000,0.2897511196,0.3179224300,0.1674093976,0.2249170528
973992986,0.0000000000,1.0000000000,0.0000000000,0.1141623101,0.0634250637,0.4657301226,0.3566825036
374454912,0.0000000000,1.0000000000,0.0000000000,0.2009762588,0.3302909752,0.1462443103,0.3224884558
963194275,0.0000000000,1.0000000000,0.0000000000,0.0882377578,0.2134639089,0.3530013265,0.3452970069
771046245,0.0000000000,1.0000000000,0.0000000000,0.0882022493,0.4546413089,0.3541270379,0.1030294040
