seed,objective,rho,cr,w_cost,w_emissions,w_reliability,w_social
623843591,0.0000000000,1.0000000000,0.0000000000,0.2940258646,0.3786641878,0.0621128326,0.2651971150
107276645,0.0000000000,1.0000000000,0.0000000000,0.2158630418,0.5182174234,0.1344224180,0.1314971169
836988771,0.0000000000,1.0000000000,0.0000000000,0.0489613509,0.3478388001,0.2527159710,0.3504838781
455469006,0.0000000000,1.0000000000,0.0000000000,0.3834794907,0.4356168328,0.1809036765,0.0000000000
380556986,0.0000000000,1.0000000000,0.0000000000,0.4011582799,0.3925637778,0.0951271908,0.1111507515
659650171,0.0000000000,1.0000000000,0.0000000000,0.1484014927,0.4295702428,0.2797349698,0.1422932947
33898819,0.0000000000,1.0000000000,0.0000000000,0.2779515093,0.2848922372,0.1706680272,0.2664882264
435399521,0.0000000000,1.0000000000,0.0000000000,0.2895222509,0.1236048439,0.2810700941,0.3058028112
581830779,0.0000000000,1.0000000000,0.0000000000,0.2504938599,0.2746422594,0.2196855333,0.2551783474
621050422,0.0000000000,1.0000000000,0.0000000000,0.1183075883,0.3216529361,0.2764023550,0.2836371207
437955515,0.0000000000,1.0000000000,0.0000000000,0.3295958877,0.2331499831,0.0145730955,0.4226810337
120840649,0.0000000000,1.0000000000,0.0000000000,0.1648439074,0.4366683391,0.2575136729,0.1409740806
203063898,0.0000000000,1.0000000000,0.0000000000,0.4436362957,0.0984677266,0.1827268609,0.2751691167
612618419,0.0000000000,1.0000000000,0.0000000000,0.3289926504,0.4114796257,0.1160109610,0.1435167628
115236251,0.0000000000,1.0000000000,0.0000000000,0.2409898037,0.1714769071,0.4678045920,0.1197286973
746842539,0.0000000000,1.0000000000,0.0000000000,0.0913359435,0.3502200040,0.2186911640,0.3397528885
643630526,0.0000000000,1.0000000000,0.0000000000,0.3072830554,0.0035218767,0.3041128895,0.3850821784
962489083,0.0000000000,1.0000000000,0.0000000000,0.1777529148,0.3631965989,0.1529879966,0.3060624897
43006479,0.0000000000,1.0000000000,0.0000000000,0.2191042961,0.0720868166,0.3440342258,0.3647746615
662723778,0.0000000000,1.0000000000,0.0000000000,0.2406681775,0.4262073409,0.2153485158,0.1177759658
176221891,0.0000000000,1.0000000000,0.0000000000,0.3437877871,0.1797175558,0.3653469145,0.1111477426
576151026,0.0000000000,1.0000000000,0.0000000000,0.4438716929,0.4604664209,0.0956618862,0.0000000000
853773464,0.0000000000,1.0000000000,0.0000000000,0.5132703219,0.0622079840,0.0712911521,0.3532305420
650021508,0.0000000000,1.0000000000,0.0000000000,0.3487012108,0.1760525894,0.1782878506,0.2969583493
815110490,0.0000000000,1.0000000000,0.0000000000,0.0954856132,0.3001309589,0.3909130520,0.2134703759
393543393,0.0000000000,1.0000000000,0.0000000000,0.2326594282,0.2560619031,0.3142657848,0.1970128840
469919066,0.0000000000,1.0000000000,0.0000000000,0.2487384024,0.1168509715,0.3380572740,0.2963533521
541417134,0.0000000000,1.0000000000,0.0000000000,0.2537635653,0.1909077341,0.2744146810,0.2809140196
331525814,0.0000000000,1.0000000000,0.0000000000,0.4394663373,0.3906572467,0.0729119237,0.0969644923
443799930,0.0000000000,1.0000000000,0.0000000000,0.4922900725,0.0104534828,0.1100581209,0.3871983239
