seed,objective,rho,cr_proxy,w_cost,w_emissions,w_reliability,w_social
569388250,0.0000000000,1.0000000000,0.0000000000,0.2364885247,0.2141741015,0.0588469370,0.4904904369
616111840,0.0000000000,1.0000000000,0.0000000000,0.2167822293,0.1840438176,0.1962440837,0.4029298694
216388008,0.0000000000,1.0000000000,0.0000000000,0.2001533481,0.0309901610,0.5574812732,0.2113752177
872885771,0.0000000000,1.0000000000,0.0000000000,0.6391447745,0.0101084135,0.1376317608,0.2131150511
330378907,0.0000000000,1.0000000000,0.0000000000,0.2735314434,0.6071879398,0.0580871553,0.0611934615
292545673,0.0000000000,1.0000000000,0.0000000000,0.2165453965,0.2153827493,0.0923232032,0.4757486509
780368817,0.0000000000,1.0000000000,0.0000000000,0.0368156475,0.0919784727,0.0203274753,0.8508784045
661424532,0.0000000000,1.0000000000,0.0000000000,0.0704810211,0.2176460317,0.0901114913,0.6217614560
889308829,0.0000000000,1.0000000000,0.0000000000,0.4119939586,0.1918435931,0.0708197053,0.3253427429
749583846,0.0000000000,1.0000000000,0.0000000000,0.3104862276,0.2231520156,0.3920872505,0.0742745063
233833453,0.0000000000,1.0000000000,0.0000000000,0.3784219015,0.1238218198,0.2205253528,0.2772309258
463614239,0.0000000000,1.0000000000,0.0000000000,0.1004105611,0.4038142756,0.3964485964,0.0993265669
192093023,0.0000000000,1.0000000000,0.0000000000,0.3064657988,0.1920912626,0.1724548056,0.3289881330
332615124,0.0000000000,1.0000000000,0.0000000000,0.0702058860,0.4001712943,0.0036542555,0.5259685642
289399836,0.0000000000,1.0000000000,0.0000000000,0.1926091363,0.1573079283,0.1384163602,0.5116665752
903511347,0.0000000000,1.0000000000,0.0000000000,0.3491295720,0.1764407998,0.4150156121,0.0594140161
957820440,0.0000000000,1.0000000000,0.0000000000,0.1499395446,0.1296202195,0.0996042500,0.6208359859
807680188,0.0000000000,1.0000000000,0.0000000000,0.0527550841,0.4276392483,0.2951169606,0.2244887070
10374308,0.0000000000,1.0000000000,0.0000000000,0.1764836259,0.8191722737,0.0032319563,0.0011121441
454003549,0.0000000000,1.0000000000,0.0000000000,0.2612726530,0.4046311549,0.1467000420,0.1873961502
740945887,0.0000000000,1.0000000000,0.0000000000,0.4529323351,0.0122361059,0.3150422669,0.2197892921
781682162,0.0000000000,1.0000000000,0.0000000000,0.4250624223,0.2909204719,0.0592080079,0.2248090979
945305961,0.0000000000,1.0000000000,0.0000000000,0.1357890444,0.0840530665,0.5261869318,0.2539709573
799357564,0.0000000000,1.0000000000,0.0000000000,0.5288986667,0.1125232705,0.2689782630,0.0895997998
346158237,0.0000000000,1.0000000000,0.0000000000,0.4712889962,0.1554640003,0.2770237631,0.0962232404
689525750,0.0000000000,1.0000000000,0.0000000000,0.2380114423,0.4859427939,0.1548542966,0.1211914672
183625756,0.0000000000,1.0000000000,0.0000000000,0.1265574147,0.5266345456,0.1246001674,0.2222078723
269601103,0.0000000000,1.0000000000,0.0000000000,0.3751781685,0.0925503865,0.1567505921,0.3755208529
849212526,0.0000000000,1.0000000000,0.0000000000,0.5056261578,0.0896268636,0.2464700812,0.1582768974
681354891,0.0000000000,1.0000000000,0.0000000000,0.1726045842,0.0650063109,0.0418764586,0.7205126463
