fuzzy_topsis_score,fuzzy_topsis_rank,vikor_score,vikor_rank,copras_score,copras_rank,moora_score,moora_rank
0.9053838750,1.0000000000,0.1386521039,1.0000000000,1.0637222381,1.0000000000,-0.0708326075,1.0000000000
0.4216392881,2.0000000000,0.1946440790,2.0000000000,0.4337987318,2.0000000000,-0.3101737561,2.0000000000
0.0736087611,3.0000000000,1.0000000000,3.0000000000,0.3222268324,3.0000000000,-0.4853802584,3.0000000000
