seed,objective,rho,cr_proxy,w_cost,w_emissions,w_reliability,w_social
180120946,0.0000000000,1.0000000000,0.0000000000,0.0505293467,0.2732664950,0.2278615474,0.4483426110
255394511,0.0000000000,1.0000000000,0.0000000000,0.4299562117,0.3983784579,0.1221577983,0.0495075320
503921087,0.0000000000,1.0000000000,0.0000000000,0.1220389549,0.3831729520,0.0683433807,0.4264447124
602799067,0.0000000000,1.0000000000,0.0000000000,0.1488912160,0.0210616430,0.4404935958,0.3895535451
659638348,0.0000000000,1.0000000000,0.0000000000,0.0830104177,0.1755513180,0.3838351777,0.3576030866
262993745,0.0000000000,1.0000000000,0.0000000000,0.1436594988,0.5341802768,0.0270406117,0.2951196127
228754453,0.0000000000,1.0000000000,0.0000000000,0.0423521858,0.2611912853,0.3605016311,0.3359548978
218418230,0.0000000000,1.0000000000,0.0000000000,0.6386457299,0.0735424108,0.0506502410,0.2371616182
954899058,0.0000000000,1.0000000000,0.0000000000,0.2395754555,0.4412257824,0.1306728622,0.1885258999
336888469,0.0000000000,1.0000000000,0.0000000000,0.1142393525,0.4337725187,0.0987210250,0.3532671038
724892934,0.0000000000,1.0000000000,0.0000000000,0.0012809771,0.0198535021,0.4462231360,0.5326423848
318608159,0.0000000000,1.0000000000,0.0000000000,0.3701547197,0.1279747159,0.2346787206,0.2671918438
34336848,0.0000000000,1.0000000000,0.0000000000,0.3213219246,0.5301200211,0.0906278095,0.0579302448
49575492,0.0000000000,1.0000000000,0.0000000000,0.2594253761,0.1478527636,0.0641062665,0.5286155938
981617034,0.0000000000,1.0000000000,0.0000000000,0.0155678145,0.1531569133,0.7865224857,0.0447527865
365039703,0.0000000000,1.0000000000,0.0000000000,0.2239363572,0.4130868130,0.2803895693,0.0825872606
8496166,0.0000000000,1.0000000000,0.0000000000,0.3260682639,0.1256090447,0.0830517097,0.4652709818
378917220,0.0000000000,1.0000000000,0.0000000000,0.1852805016,0.5014260606,0.1842544915,0.1290389464
264961881,0.0000000000,1.0000000000,0.0000000000,0.5903389624,0.0376162496,0.2428348809,0.1292099072
672066617,0.0000000000,1.0000000000,0.0000000000,0.6335609834,0.0218603433,0.0987979083,0.2457807650
917324151,0.0000000000,1.0000000000,0.0000000000,0.0444726361,0.1586394548,0.6893706954,0.1075172137
894327562,0.0000000000,1.0000000000,0.0000000000,0.1165967305,0.4038011149,0.1305779789,0.3490241758
80387716,0.0000000000,1.0000000000,0.0000000000,0.4245490256,0.4200273754,0.1447379462,0.0106856527
854715704,0.0000000000,1.0000000000,0.0000000000,0.0899674712,0.2349627902,0.0728561366,0.6022136020
180402002,0.0000000000,1.0000000000,0.0000000000,0.6428876506,0.0452515259,0.1241944164,0.1876664071
144677397,0.0000000000,1.0000000000,0.0000000000,0.0104458483,0.3260111831,0.1374594708,0.5260834978
946567960,0.0000000000,1.0000000000,0.0000000000,0.0192467717,0.1812982959,0.6057655110,0.1936894214
179241077,0.0000000000,1.0000000000,0.0000000000,0.1342293576,0.0524571365,0.1122974305,0.7010160754
784673473,0.0000000000,1.0000000000,0.0000000000,0.0809539673,0.0361282759,0.0980128525,0.7849049043
200598366,0.0000000000,1.0000000000,0.0000000000,0.1114136890,0.3259526720,0.4663734975,0.0962601415
