fuzzy_topsis_score,fuzzy_topsis_rank,vikor_score,vikor_rank,copras_score,copras_rank,moora_score,moora_rank
0.8410216825,1.0000000000,0.3600622206,2.0000000000,1.0565164947,1.0000000000,-0.1252122977,1.0000000000
0.4594785336,2.0000000000,0.1418127019,1.0000000000,0.5078766013,2.0000000000,-0.3315952510,2.0000000000
0.1236807890,3.0000000000,1.0000000000,3.0000000000,0.3793488996,3.0000000000,-0.4957406486,3.0000000000
