alternative,TOPSIS_economic,TOPSIS_resilient,TOPSIS_sustainable
Diesel,0.28062210228234286,0.12178195062761629,0.08282466216404914
PV+Battery,0.6517528112055009,0.841519273279588,0.8908244933042074
PV+Battery+Diesel,0.45164885944607525,0.35604028964964923,0.3168975802947077
PV+Diesel,0.44179632560169335,0.2517670968214619,0.31083276825749984
