fuzzy_topsis_score,fuzzy_topsis_rank,vikor_score,vikor_rank,copras_score,copras_rank,moora_score,moora_rank
0.9454283004,1.0000000000,0.0000000000,1.0000000000,1.1613257563,1.0000000000,0.1954807362,1.0000000000
0.3964089202,2.0000000000,0.4693985957,2.0000000000,0.4234951030,2.0000000000,0.0085889986,2.0000000000
0.0424552918,3.0000000000,1.0000000000,3.0000000000,0.3395227421,3.0000000000,-0.1157133913,3.0000000000
