Alternative,fuzzy_topsis_score,fuzzy_topsis_rank,vikor_score,vikor_rank,copras_score,copras_rank,moora_score,moora_rank
C2,0.9280507971,1.0000000000,0.0000000000,1.0000000000,1.0714230201,1.0000000000,0.0351897951,1.0000000000
C3,0.4035447545,2.0000000000,0.6133967983,2.0000000000,0.2442242795,2.0000000000,-0.3059630726,2.0000000000
C1,0.0559745148,3.0000000000,1.0000000000,3.0000000000,0.1923738739,3.0000000000,-0.4870365460,3.0000000000
