Alternative,fuzzy_topsis_score,fuzzy_topsis_rank,vikor_score,vikor_rank,copras_score,copras_rank,moora_score,moora_rank
C2,0.8898183891,1.0000000000,0.0000000000,1.0000000000,1.0873793802,1.0000000000,-0.0269010951,1.0000000000
C3,0.4314464709,2.0000000000,0.2306914918,2.0000000000,0.4893038314,2.0000000000,-0.2312641596,2.0000000000
C1,0.0857182840,3.0000000000,1.0000000000,3.0000000000,0.3704418432,3.0000000000,-0.3859795573,3.0000000000
