objective_mean,objective_std,rho_mean,rho_std,cr_mean,cr_std,score_delta_mean,score_delta_std,entropy_diff_mean,critic_diff_mean,merec_diff_mean,lopcow_diff_mean,mean_diff_mean,bayes_diff_mean,t_stat_vs_baseline,p_value_vs_baseline,significant_vs_baseline,better_than_baseline
0.0959767869,0.0000000000,0.9916666667,0.0311804782,0.0000000000,0.0000000000,2085779.6671239459,5022981.4862991115,0.0959767869,0.1055109199,0.0901956495,0.1212319972,0.1079824360,0.0865358417,-217625583689672992.0000000000,0.0000000000,True,True
